vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2017-07-12T21:30:21.000,2017-07-12T22:06:00.000,2,19.57,2,N,132,263,1,52,0,0.5,0,5.76,0.3,58.56
1,2017-07-12T21:18:00.000,2017-07-12T21:35:55.000,3,7.40,2,N,223,239,1,52,0,0.5,7,5.76,0.3,65.56
1,2017-07-12T21:51:32.000,2017-07-12T22:03:26.000,2,1.50,1,N,230,234,1,9,0.5,0.5,2.05,0,0.3,12.35
1,2017-07-12T21:12:44.000,2017-07-12T21:20:03.000,1,0.90,1,N,141,163,2,7,0.5,0.5,0,0,0.3,8.3
1,2017-07-12T21:23:35.000,2017-07-12T21:36:44.000,2,2.50,1,N,163,238,1,11.5,0.5,0.5,3.2,0,0.3,16
1,2017-07-12T21:54:17.000,2017-07-12T22:04:18.000,1,2.00,1,N,142,238,1,9.5,0.5,0.5,1,0,0.3,11.8
2,2017-07-12T21:09:56.000,2017-07-12T21:22:10.000,1,1.32,1,N,114,148,2,9,0.5,0.5,0,0,0.3,10.3
2,2017-07-12T21:45:04.000,2017-07-12T22:02:01.000,2,3.83,1,N,107,145,1,14.5,0.5,0.5,4.31,5.76,0.3,25.87
2,2017-07-12T21:24:15.000,2017-07-12T22:09:45.000,1,21.68,2,N,132,232,1,52,0,0.5,13.2,0,0.3,66
2,2017-07-12T21:14:07.000,2017-07-12T21:32:04.000,3,8.83,1,N,138,262,1,26,0.5,0.5,8.26,5.76,0.3,41.32
2,2017-07-12T21:37:21.000,2017-07-12T21:40:24.000,3,0.48,1,N,262,263,2,4,0.5,0.5,0,0,0.3,5.3
2,2017-07-12T21:42:20.000,2017-07-12T21:50:41.000,3,1.31,1,N,166,41,1,7.5,0.5,0.5,1,0,0.3,9.8
2,2017-07-12T21:53:20.000,2017-07-12T22:02:06.000,3,1.76,1,N,41,75,1,8,0.5,0.5,1.86,0,0.3,11.16
1,2017-07-12T21:07:21.000,2017-07-12T21:43:24.000,1,16.40,2,N,132,164,2,52,0,0.5,0,5.76,0.3,58.56
1,2017-07-12T21:46:32.000,2017-07-12T22:12:18.000,3,5.70,1,N,164,255,2,22,0.5,0.5,0,0,0.3,23.3
2,2017-07-12T21:08:51.000,2017-07-12T21:20:28.000,3,2.17,1,N,163,234,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2017-07-12T21:34:18.000,2017-07-12T21:40:41.000,3,0.93,1,N,234,90,1,6,0.5,0.5,1,0,0.3,8.3
2,2017-07-12T21:45:35.000,2017-07-12T21:57:40.000,5,2.25,1,N,68,161,2,10,0.5,0.5,0,0,0.3,11.3
2,2017-07-12T21:13:01.000,2017-07-12T21:33:47.000,1,2.98,1,N,231,33,1,13.5,0.5,0.5,3,0,0.3,17.8
2,2017-07-12T21:46:24.000,2017-07-12T22:01:01.000,1,2.45,1,N,231,90,1,11.5,0.5,0.5,2.56,0,0.3,15.36
1,2017-07-12T21:21:04.000,2017-07-12T21:48:31.000,1,8.80,1,N,236,169,2,28,0.5,0.5,0,0,0.3,29.3
1,2017-07-12T21:05:42.000,2017-07-12T21:23:23.000,1,2.70,1,N,186,148,1,13,0.5,0.5,3,0,0.3,17.3
1,2017-07-12T21:35:15.000,2017-07-12T21:40:07.000,1,0.40,1,N,148,148,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2017-07-12T21:45:36.000,2017-07-12T22:07:35.000,2,3.50,1,N,79,230,1,16,0.5,0.5,2,0,0.3,19.3
2,2017-07-12T21:16:14.000,2017-07-12T22:00:44.000,1,18.48,2,N,132,68,2,52,0,0.5,0,5.76,0.3,58.56
1,2017-07-12T21:07:50.000,2017-07-12T21:28:04.000,1,5.70,1,N,233,65,1,20,0.5,0.5,5.3,0,0.3,26.6
1,2017-07-12T21:39:56.000,2017-07-12T21:54:14.000,4,2.30,1,N,144,164,2,11.5,0.5,0.5,0,0,0.3,12.8
2,2017-07-12T21:22:20.000,2017-07-12T21:37:29.000,1,4.17,1,N,162,151,1,15,0.5,0.5,3.26,0,0.3,19.56
2,2017-07-12T21:46:36.000,2017-07-12T22:02:45.000,1,2.94,1,N,239,229,2,13,0.5,0.5,0,0,0.3,14.3
2,2017-07-12T21:08:53.000,2017-07-12T21:16:13.000,1,0.49,1,N,162,170,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2017-07-12T21:39:52.000,2017-07-12T21:56:07.000,1,2.33,1,N,186,229,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2017-07-12T21:59:44.000,2017-07-12T22:04:11.000,1,1.12,1,N,140,263,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,2017-07-12T21:33:36.000,2017-07-12T21:39:08.000,1,0.90,1,N,170,107,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2017-07-12T21:51:01.000,2017-07-12T22:04:10.000,1,1.30,1,N,137,161,1,9.5,0.5,0.5,0,0,0.3,10.8
2,2017-07-12T21:02:20.000,2017-07-12T21:13:51.000,2,1.21,1,N,113,224,1,9,0.5,0.5,1.54,0,0.3,11.84
2,2017-07-12T21:17:49.000,2017-07-12T21:42:44.000,2,3.08,1,N,4,234,2,16.5,0.5,0.5,0,0,0.3,17.8
2,2017-07-12T21:44:39.000,2017-07-12T21:58:35.000,2,2.68,1,N,234,87,1,11.5,0.5,0.5,0,0,0.3,12.8
1,2017-07-12T21:00:49.000,2017-07-12T21:20:35.000,1,4.20,1,N,264,161,1,16.5,0.5,0.5,0.01,0,0.3,17.81
1,2017-07-12T21:22:44.000,2017-07-12T21:34:03.000,1,1.50,1,N,161,137,1,9,0.5,0.5,2.05,0,0.3,12.35
1,2017-07-12T21:49:41.000,2017-07-12T21:57:35.000,2,1.10,1,N,234,100,1,7,0.5,0.5,1.65,0,0.3,9.95
2,2017-07-12T21:12:36.000,2017-07-12T21:17:43.000,1,0.96,1,N,163,142,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2017-07-12T21:30:29.000,2017-07-12T21:51:29.000,1,2.00,1,N,163,48,2,14,0.5,0.5,0,0,0.3,15.3
2,2017-07-12T21:57:28.000,2017-07-12T22:02:42.000,1,1.18,1,N,186,249,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2017-07-12T21:29:25.000,2017-07-12T21:49:08.000,1,9.69,1,N,138,140,1,28,0.5,0.5,6,5.76,0.3,41.06
2,2017-07-12T21:52:59.000,2017-07-12T21:56:20.000,1,0.71,1,N,141,262,1,4.5,0.5,0.5,1.16,0,0.3,6.96
1,2017-07-12T21:21:10.000,2017-07-12T21:23:52.000,1,0.90,1,N,238,166,1,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-07-12T21:29:13.000,2017-07-12T21:36:47.000,1,1.40,1,N,151,166,1,7.5,0.5,0.5,1,0,0.3,9.8
2,2017-07-12T21:00:13.000,2017-07-12T21:07:57.000,1,0.84,1,N,163,229,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2017-07-12T21:24:04.000,2017-07-12T21:30:36.000,1,1.30,1,N,263,237,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-07-12T21:37:47.000,2017-07-12T21:57:23.000,1,3.47,1,N,161,113,1,15,0.5,0.5,2.44,0,0.3,18.74
1,2017-07-12T21:01:37.000,2017-07-12T21:07:52.000,4,1.00,1,N,186,90,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-07-12T21:09:05.000,2017-07-12T21:17:06.000,1,1.30,1,N,90,230,1,7.5,0.5,0.5,2.2,0,0.3,11
1,2017-07-12T21:21:24.000,2017-07-12T21:28:36.000,1,1.50,1,N,48,239,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2017-07-12T21:44:07.000,2017-07-12T21:53:12.000,1,2.50,1,N,48,238,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2017-07-12T21:55:29.000,2017-07-12T22:03:53.000,2,1.90,1,N,239,163,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2017-07-12T21:09:08.000,2017-07-12T21:18:23.000,1,1.06,1,N,161,233,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-07-12T21:23:39.000,2017-07-12T21:41:00.000,1,3.35,1,N,162,238,1,14.5,0.5,0.5,2.37,0,0.3,18.17
2,2017-07-12T21:48:33.000,2017-07-12T22:03:34.000,1,2.86,1,N,142,263,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2017-07-12T21:46:06.000,2017-07-12T21:55:10.000,1,1.85,1,N,142,238,2,9,0.5,0.5,0,0,0.3,10.3
2,2017-07-12T21:21:42.000,2017-07-12T21:31:20.000,1,1.55,1,N,249,48,1,8.5,0.5,0.5,0.98,0,0.3,10.78
2,2017-07-12T21:36:55.000,2017-07-12T21:44:43.000,1,0.96,1,N,68,170,1,7,0.5,0.5,2.7,0,0.3,11
2,2017-07-12T21:50:35.000,2017-07-12T22:01:56.000,1,0.72,1,N,234,234,2,5,0.5,0.5,0,0,0.3,6.3
1,2017-07-12T21:41:45.000,2017-07-12T22:04:58.000,1,3.30,1,N,230,144,1,16,0.5,0.5,2,0,0.3,19.3
1,2017-07-12T21:03:04.000,2017-07-12T21:05:27.000,1,0.50,1,N,231,211,2,4,0.5,0.5,0,0,0.3,5.3
1,2017-07-12T21:14:29.000,2017-07-12T21:26:45.000,1,1.30,1,N,234,230,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2017-07-12T21:32:15.000,2017-07-12T21:40:22.000,1,1.90,1,N,230,239,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,2017-07-12T21:54:37.000,2017-07-12T22:21:25.000,1,6.30,1,N,163,87,1,23.5,0.5,0.5,4.95,0,0.3,29.75
2,2017-07-12T21:04:29.000,2017-07-12T21:11:59.000,1,0.78,1,N,161,229,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-07-12T21:16:12.000,2017-07-12T21:30:23.000,1,2.52,1,N,162,114,1,11,0.5,0.5,1.7,0,0.3,14
2,2017-07-12T21:31:50.000,2017-07-12T21:38:00.000,1,1.01,1,N,114,249,1,6,0.5,0.5,2.19,0,0.3,9.49
2,2017-07-12T21:41:36.000,2017-07-12T21:55:50.000,1,2.12,1,N,90,170,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2017-07-12T21:55:23.000,2017-07-12T22:18:37.000,1,9.13,1,N,138,90,1,28,0.5,0.5,7.01,5.76,0.3,42.07
2,2017-07-12T21:12:31.000,2017-07-12T21:28:04.000,1,3.50,1,N,164,232,1,15,0.5,0.5,3.26,0,0.3,19.56
2,2017-07-12T21:30:27.000,2017-07-12T21:41:12.000,1,1.78,1,N,232,261,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2017-07-12T21:44:22.000,2017-07-12T21:55:50.000,1,1.94,1,N,231,4,2,10,0.5,0.5,0,0,0.3,11.3
2,2017-07-12T21:21:28.000,2017-07-12T21:37:58.000,1,3.93,1,N,162,232,1,14.5,0.5,0.5,1.5,0,0.3,17.3
2,2017-07-12T21:43:48.000,2017-07-12T22:00:04.000,1,2.27,1,N,79,100,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2017-07-12T21:05:12.000,2017-07-12T21:07:54.000,1,0.30,1,N,230,161,1,4,0.5,0.5,1.55,0,0.3,6.85
1,2017-07-12T21:09:12.000,2017-07-12T21:16:07.000,1,1.60,1,N,161,237,1,7,0.5,0.5,1,0,0.3,9.3
1,2017-07-12T21:17:18.000,2017-07-12T21:23:22.000,1,1.20,1,N,237,263,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2017-07-12T21:28:48.000,2017-07-12T21:31:07.000,1,0.60,1,N,263,236,2,4,0.5,0.5,0,0,0.3,5.3
1,2017-07-12T21:45:00.000,2017-07-12T21:55:40.000,1,2.00,1,N,161,264,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2017-07-12T21:05:54.000,2017-07-12T21:20:18.000,1,1.50,1,N,114,186,2,10,0.5,0.5,0,0,0.3,11.3
1,2017-07-12T21:23:30.000,2017-07-12T21:59:56.000,1,7.90,1,N,164,196,1,30.5,0.5,0.5,5,0,0.3,36.8
2,2017-07-12T21:09:14.000,2017-07-12T21:23:28.000,1,4.75,1,N,224,75,1,15.5,0.5,0.5,5.04,0,0.3,21.84
2,2017-07-12T21:44:40.000,2017-07-12T22:24:21.000,1,14.98,1,N,138,90,1,46,0.5,0.5,5,5.76,0.3,58.06
2,2017-07-12T21:26:33.000,2017-07-12T21:37:18.000,1,2.13,1,N,163,238,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2017-07-12T21:45:47.000,2017-07-12T21:59:09.000,1,3.33,1,N,239,90,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2017-07-12T21:13:05.000,2017-07-12T21:22:11.000,1,1.14,1,N,233,163,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-07-12T21:24:35.000,2017-07-12T21:52:13.000,1,3.62,1,N,163,4,2,18.5,0.5,0.5,0,0,0.3,19.8
2,2017-07-12T21:53:40.000,2017-07-12T22:22:27.000,1,7.06,1,N,4,239,1,25,0.5,0.5,2.63,0,0.3,28.93
2,2017-07-12T21:25:33.000,2017-07-12T21:41:31.000,1,3.71,1,N,229,79,1,14.5,0.5,0.5,3.16,0,0.3,18.96
2,2017-07-12T21:42:38.000,2017-07-12T21:54:28.000,1,1.19,1,N,79,45,1,9,0.5,0.5,2.58,0,0.3,12.88
2,2017-07-12T21:58:36.000,2017-07-12T22:13:15.000,1,2.33,1,N,144,186,2,11,0.5,0.5,0,0,0.3,12.3
1,2017-07-12T21:10:43.000,2017-07-12T21:35:17.000,1,5.10,1,N,141,223,1,20,0,0.5,2,0,0.3,22.8
2,2017-07-12T21:19:52.000,2017-07-12T21:26:37.000,1,1.02,1,N,161,141,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2017-07-12T21:28:00.000,2017-07-12T21:34:58.000,1,1.39,1,N,141,236,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-07-12T21:45:36.000,2017-07-12T21:52:12.000,1,1.08,1,N,237,161,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-07-12T21:55:55.000,2017-07-12T22:02:18.000,1,1.37,1,N,163,236,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-07-12T21:03:33.000,2017-07-12T21:03:36.000,1,0.00,5,N,265,265,1,80,0,0.5,16.16,0,0.3,96.96
2,2017-07-12T21:43:43.000,2017-07-12T22:25:10.000,1,12.78,1,N,132,89,1,42.5,0.5,0.5,8.76,0,0.3,52.56
1,2017-07-12T21:51:53.000,2017-07-12T21:57:35.000,1,1.00,1,N,229,140,1,6,0.5,0.5,0.8,0,0.3,8.1
1,2017-07-12T21:04:43.000,2017-07-12T21:28:45.000,1,5.30,1,N,79,106,1,20,0.5,0.5,4.25,0,0.3,25.55
1,2017-07-12T21:48:09.000,2017-07-12T22:04:49.000,1,3.90,1,N,148,17,1,15.5,0.5,0.5,3.35,0,0.3,20.15
2,2017-07-12T21:11:42.000,2017-07-12T21:20:29.000,1,1.40,1,N,239,151,1,8,0.5,0.5,1.5,0,0.3,10.8
2,2017-07-12T21:30:30.000,2017-07-12T21:55:21.000,1,5.03,1,N,239,79,1,20,0.5,0.5,4.26,0,0.3,25.56
2,2017-07-12T21:16:31.000,2017-07-12T21:21:50.000,3,1.49,1,N,231,249,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-07-12T21:03:25.000,2017-07-12T21:25:34.000,1,4.30,1,N,107,146,1,18,0.5,0.5,4.82,0,0.3,24.12
2,2017-07-12T21:43:56.000,2017-07-12T22:04:46.000,1,3.03,1,N,229,114,1,15,0.5,0.5,4.89,0,0.3,21.19
2,2017-07-12T21:16:19.000,2017-07-12T21:27:57.000,1,1.75,1,N,148,249,1,9.5,0.5,0.5,1,0,0.3,11.8
2,2017-07-12T21:38:42.000,2017-07-12T22:07:21.000,1,4.86,1,N,114,239,1,21,0.5,0.5,2,0,0.3,24.3
1,2017-07-12T21:13:34.000,2017-07-12T21:23:23.000,1,1.80,1,N,158,231,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2017-07-12T21:29:13.000,2017-07-12T21:57:37.000,2,4.70,1,N,231,140,1,20.5,0.5,0.5,4.35,0,0.3,26.15
2,2017-07-12T21:14:58.000,2017-07-12T21:19:45.000,1,0.85,1,N,79,224,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2017-07-12T21:47:44.000,2017-07-12T21:54:50.000,1,1.34,1,N,24,74,1,7,0.5,0.5,1.66,0,0.3,9.96
1,2017-07-12T21:30:09.000,2017-07-12T22:24:38.000,1,32.70,1,N,132,109,1,88,0.5,0.5,21.05,16,0.3,126.35
2,2017-07-12T21:23:56.000,2017-07-12T21:54:11.000,1,12.30,1,N,161,208,1,37,0.5,0.5,11.49,0,0.3,49.79
1,2017-07-12T21:59:08.000,2017-07-12T22:38:10.000,1,21.10,2,N,132,211,1,52,0,0.5,10.55,0,0.3,63.35
1,2017-07-12T21:12:52.000,2017-07-12T21:16:03.000,1,1.30,1,N,141,263,1,5.5,0.5,0.5,1,0,0.3,7.8
1,2017-07-12T21:23:16.000,2017-07-12T21:34:27.000,1,2.10,1,N,237,100,2,10,0.5,0.5,0,0,0.3,11.3
1,2017-07-12T21:37:11.000,2017-07-12T21:49:51.000,1,2.60,1,N,230,107,1,11,0.5,0.5,2.45,0,0.3,14.75
2,2017-07-12T21:19:53.000,2017-07-12T21:29:05.000,1,1.17,1,N,230,246,1,7.5,0.5,0.5,2.64,0,0.3,11.44
2,2017-07-12T21:30:39.000,2017-07-12T21:40:01.000,1,2.53,1,N,246,125,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2017-07-12T21:49:50.000,2017-07-12T21:59:38.000,1,1.76,1,N,90,163,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2017-07-12T21:01:48.000,2017-07-12T21:13:55.000,5,3.09,1,N,90,239,1,11.5,0.5,0.5,1.92,0,0.3,14.72
2,2017-07-12T21:19:22.000,2017-07-12T21:30:42.000,5,3.17,1,N,142,158,1,12,0.5,0.5,1.5,0,0.3,14.8
2,2017-07-12T21:32:51.000,2017-07-12T21:52:51.000,5,3.73,1,N,158,162,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2017-07-12T21:59:30.000,2017-07-12T22:05:33.000,5,1.06,1,N,107,113,1,6,0.5,0.5,1.25,0,0.3,8.55
2,2017-07-12T21:09:15.000,2017-07-12T21:53:09.000,1,19.32,1,N,132,25,1,54.5,0.5,0.5,16.74,0,0.3,72.54
2,2017-07-12T21:14:18.000,2017-07-12T21:28:26.000,1,3.28,1,N,264,264,1,12.5,0.5,0.5,2.5,0,0.3,16.3
2,2017-07-12T21:50:42.000,2017-07-12T22:05:06.000,1,1.77,1,N,264,264,1,10.5,0.5,0.5,0,0,0.3,11.8
1,2017-07-12T21:06:09.000,2017-07-12T21:25:08.000,1,2.90,1,N,234,236,1,14.5,0.5,0.5,4.7,0,0.3,20.5
1,2017-07-12T21:29:58.000,2017-07-12T21:32:14.000,1,0.50,1,N,237,237,2,4,0.5,0.5,0,0,0.3,5.3
1,2017-07-12T21:36:01.000,2017-07-12T22:00:55.000,1,4.10,1,N,161,231,1,17.5,0.5,0.5,3,0,0.3,21.8
2,2017-07-12T21:55:55.000,2017-07-12T22:08:33.000,1,2.10,1,N,230,141,1,10,0.5,0.5,2.26,0,0.3,13.56
1,2017-07-12T21:05:03.000,2017-07-12T21:54:47.000,2,18.10,2,N,132,246,2,52,0,0.5,0,5.76,0.3,58.56
1,2017-07-12T21:29:29.000,2017-07-12T22:03:54.000,1,16.00,2,N,132,237,1,52,0,0.5,10,0,0.3,62.8
2,2017-07-12T21:17:49.000,2017-07-12T21:27:04.000,1,1.21,1,N,170,229,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-07-12T21:42:21.000,2017-07-12T21:48:55.000,1,1.10,1,N,229,141,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2017-07-12T21:09:04.000,2017-07-12T21:20:53.000,1,1.20,1,N,234,170,1,9,0.5,0.5,1.5,0,0.3,11.8
2,2017-07-12T21:28:48.000,2017-07-12T21:39:33.000,1,1.48,1,N,170,107,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2017-07-12T21:42:53.000,2017-07-12T21:51:57.000,1,1.36,1,N,79,148,1,8,0.5,0.5,1,0,0.3,10.3
2,2017-07-12T21:53:09.000,2017-07-12T22:08:33.000,1,2.26,1,N,148,158,1,11.5,0.5,0.5,1.92,0,0.3,14.72
2,2017-07-12T21:18:49.000,2017-07-12T21:22:46.000,1,0.97,1,N,161,186,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2017-07-12T21:29:58.000,2017-07-12T21:41:48.000,1,1.16,1,N,264,264,2,9,0.5,0.5,0,0,0.3,10.3
2,2017-07-12T21:44:08.000,2017-07-12T21:53:08.000,1,1.66,1,N,161,158,1,8,0.5,0.5,2.32,0,0.3,11.62
1,2017-07-12T21:20:41.000,2017-07-12T21:27:07.000,1,1.00,1,N,237,161,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2017-07-12T21:28:34.000,2017-07-12T21:37:44.000,1,1.20,1,N,164,237,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2017-07-12T21:44:15.000,2017-07-12T21:55:53.000,1,2.10,1,N,162,234,1,10,0.5,0.5,2.25,0,0.3,13.55
2,2017-07-12T21:06:08.000,2017-07-12T21:48:08.000,2,7.95,1,N,100,260,1,31.5,0.5,0.5,5.08,0,0.3,37.88
2,2017-07-12T21:01:29.000,2017-07-12T21:17:25.000,6,2.49,1,N,48,137,1,12,0.5,0.5,2.66,0,0.3,15.96
2,2017-07-12T21:22:12.000,2017-07-12T21:39:08.000,6,2.91,1,N,79,33,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2017-07-12T21:44:51.000,2017-07-12T21:52:17.000,6,1.20,1,N,33,66,1,7,0.5,0.5,1,0,0.3,9.3
2,2017-07-12T21:49:42.000,2017-07-12T22:13:42.000,2,5.03,1,N,148,236,2,19.5,0.5,0.5,0,0,0.3,20.8
2,2017-07-12T21:20:30.000,2017-07-12T21:39:38.000,2,3.61,1,N,79,143,2,15,0.5,0.5,0,0,0.3,16.3
2,2017-07-12T21:54:09.000,2017-07-12T22:01:35.000,2,0.98,1,N,48,186,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2017-07-12T21:04:52.000,2017-07-12T21:21:05.000,1,2.67,1,N,209,66,1,12,0.5,0.5,2.66,0,0.3,15.96
2,2017-07-12T21:34:28.000,2017-07-12T21:49:14.000,1,3.32,1,N,231,230,1,13,0.5,0.5,3.58,0,0.3,17.88
2,2017-07-12T21:50:07.000,2017-07-12T21:55:42.000,1,0.81,1,N,48,161,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2017-07-12T21:56:56.000,2017-07-12T22:09:01.000,1,2.15,1,N,161,263,1,10.5,0.5,0.5,2.36,0,0.3,14.16
1,2017-07-12T21:31:11.000,2017-07-12T21:31:29.000,1,0.00,1,N,45,45,3,2.5,0.5,0.5,0,0,0.3,3.8
1,2017-07-12T21:31:51.000,2017-07-12T21:53:49.000,2,3.20,1,N,231,230,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2017-07-12T21:39:47.000,2017-07-12T22:07:17.000,1,5.08,1,N,164,97,1,20.5,0.5,0.5,4.36,0,0.3,26.16
1,2017-07-12T21:12:16.000,2017-07-12T21:18:02.000,1,1.10,1,N,230,186,1,6,0.5,0.5,1.46,0,0.3,8.76
