vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2017-07-12T21:19:07.000,2017-07-12T21:32:55.000,1,1.80,1,N,113,148,1,10.5,0.5,0.5,2.36,0,0.3,14.16
1,2017-07-12T21:38:23.000,2017-07-12T22:01:24.000,1,9.00,1,N,148,7,1,28,0.5,0.5,5.85,0,0.3,35.15
2,2017-07-12T21:27:24.000,2017-07-12T22:47:46.000,1,40.68,1,N,238,27,1,111.5,0.5,0.5,30.18,7.92,0.3,150.9
1,2017-07-12T21:18:56.000,2017-07-12T21:29:51.000,1,1.60,1,N,144,90,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2017-07-12T21:37:59.000,2017-07-12T21:50:28.000,1,1.80,1,N,234,246,1,10,0.5,0.5,2.25,0,0.3,13.55
2,2017-07-12T21:29:45.000,2017-07-12T21:42:54.000,1,3.47,1,N,161,238,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2017-07-12T21:50:39.000,2017-07-12T22:08:39.000,1,8.20,1,N,238,87,2,24,0.5,0.5,0,0,0.3,25.3
1,2017-07-12T21:16:09.000,2017-07-12T21:38:36.000,1,10.50,1,N,138,229,1,31.5,0.5,0.5,4,5.76,0.3,42.56
1,2017-07-12T21:40:31.000,2017-07-12T21:50:25.000,1,1.90,1,N,229,263,1,9,0.5,0.5,1,0,0.3,11.3
1,2017-07-12T21:34:44.000,2017-07-12T21:40:05.000,1,0.90,1,N,100,163,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2017-07-12T21:42:38.000,2017-07-12T22:05:10.000,1,4.80,1,N,163,231,1,19,0.5,0.5,4.05,0,0.3,24.35
2,2017-07-12T21:16:07.000,2017-07-12T21:32:36.000,1,4.08,1,N,7,140,1,15,0.5,0.5,2,0,0.3,18.3
2,2017-07-12T21:34:16.000,2017-07-12T21:38:36.000,1,1.21,1,N,140,263,1,6,0.5,0.5,1.46,0,0.3,8.76
1,2017-07-12T21:05:52.000,2017-07-12T21:12:45.000,1,0.80,1,N,79,224,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2017-07-12T21:20:17.000,2017-07-12T21:37:39.000,1,2.40,1,N,107,48,1,12.5,0.5,0.5,2.75,0,0.3,16.55
1,2017-07-12T21:51:58.000,2017-07-12T22:09:25.000,2,3.70,1,N,230,4,1,15.5,0.5,0.5,1.75,0,0.3,18.55
2,2017-07-12T21:08:24.000,2017-07-12T21:15:25.000,5,1.79,1,N,238,75,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2017-07-12T21:18:23.000,2017-07-12T21:25:39.000,5,1.72,1,N,75,237,1,7.5,0.5,0.5,1,0,0.3,9.8
2,2017-07-12T21:35:43.000,2017-07-12T21:52:54.000,5,2.70,1,N,161,246,1,13,0.5,0.5,0,0,0.3,14.3
2,2017-07-12T21:56:14.000,2017-07-12T22:06:06.000,5,2.56,1,N,246,231,1,10,0.5,0.5,1,0,0.3,12.3
2,2017-07-12T21:23:43.000,2017-07-12T21:58:40.000,1,19.79,2,N,132,209,1,52,0,0.5,10.56,0,0.3,63.36
1,2017-07-12T21:05:03.000,2017-07-12T21:10:52.000,1,0.80,1,N,211,249,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2017-07-12T21:13:57.000,2017-07-12T21:39:08.000,1,4.30,1,N,249,141,1,18.5,0.5,0.5,3.96,0,0.3,23.76
1,2017-07-12T21:40:01.000,2017-07-12T21:44:44.000,1,1.10,1,N,141,236,1,6,0.5,0.5,1.7,0,0.3,9
1,2017-07-12T21:52:36.000,2017-07-12T22:02:32.000,1,1.40,1,N,237,161,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2017-07-12T21:16:51.000,2017-07-12T21:22:53.000,1,1.10,1,N,237,170,1,6,0.5,0.5,1.25,0,0.3,8.55
1,2017-07-12T21:26:08.000,2017-07-12T21:34:38.000,2,1.30,1,N,234,246,1,7.5,0.5,0.5,1,0,0.3,9.8
1,2017-07-12T21:36:43.000,2017-07-12T21:44:15.000,1,1.40,1,N,246,48,1,7,0.5,0.5,1.65,0,0.3,9.95
1,2017-07-12T21:46:52.000,2017-07-12T21:57:15.000,1,2.20,1,N,48,238,1,10,0.5,0.5,2.25,0,0.3,13.55
2,2017-07-12T21:03:41.000,2017-07-12T21:10:37.000,6,0.80,1,N,79,79,1,6,0.5,0.5,1.1,0,0.3,8.4
2,2017-07-12T21:20:09.000,2017-07-12T21:42:16.000,6,5.04,1,N,79,112,1,20,0.5,0.5,5.32,0,0.3,26.62
1,2017-07-12T21:25:04.000,2017-07-12T22:05:55.000,1,20.70,2,N,132,238,1,52,0,0.5,11.44,5.76,0.3,70
2,2017-07-12T21:50:31.000,2017-07-12T22:24:24.000,1,11.71,1,N,132,91,2,38,0.5,0.5,0,0,0.3,39.3
1,2017-07-12T21:01:16.000,2017-07-12T21:05:59.000,1,0.60,1,N,113,113,1,5,0.5,0.5,1,0,0.3,7.3
1,2017-07-12T21:09:51.000,2017-07-12T21:20:48.000,1,2.10,1,N,249,170,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2017-07-12T21:25:17.000,2017-07-12T21:41:01.000,2,2.30,1,N,233,145,1,13,0.5,0.5,2,5.76,0.3,22.06
1,2017-07-12T21:58:41.000,2017-07-12T22:03:58.000,1,1.40,1,N,264,264,1,6.5,0.5,0.5,1,0,0.3,8.8
2,2017-07-12T21:03:41.000,2017-07-12T21:26:48.000,1,4.44,1,N,100,42,1,18.5,0.5,0.5,3.96,0,0.3,23.76
2,2017-07-12T21:34:21.000,2017-07-12T21:41:06.000,1,1.50,1,N,24,239,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-07-12T21:57:43.000,2017-07-12T22:18:23.000,1,3.81,1,N,230,24,1,16.5,0.5,0.5,1,0,0.3,18.8
1,2017-07-12T21:31:05.000,2017-07-12T21:50:21.000,1,3.80,1,N,112,97,2,15.5,0.5,0.5,0,0,0.3,16.8
1,2017-07-12T21:54:44.000,2017-07-12T22:01:30.000,1,0.90,1,N,97,25,1,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-07-12T21:00:57.000,2017-07-12T21:03:51.000,1,0.70,1,N,186,48,3,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-07-12T21:17:47.000,2017-07-12T21:34:57.000,1,3.00,1,N,48,141,1,14,0.5,0.5,3.05,0,0.3,18.35
1,2017-07-12T21:37:55.000,2017-07-12T21:59:05.000,1,4.40,1,N,141,232,1,18,0.5,0.5,1,0,0.3,20.3
2,2017-07-12T21:48:32.000,2017-07-12T21:51:29.000,1,0.63,1,N,48,100,1,4.5,0.5,0.5,1.74,0,0.3,7.54
2,2017-07-12T21:53:22.000,2017-07-12T22:02:10.000,1,1.43,1,N,68,48,1,8,0.5,0.5,1.4,0,0.3,10.7
2,2017-07-12T21:17:06.000,2017-07-12T21:33:17.000,2,2.75,1,N,239,186,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2017-07-12T21:38:00.000,2017-07-12T22:03:51.000,2,4.41,1,N,234,151,1,19.5,0.5,0.5,4.16,0,0.3,24.96
2,2017-07-12T21:07:12.000,2017-07-12T21:13:24.000,5,0.59,1,N,161,142,1,6,0.5,0.5,2.19,0,0.3,9.49
2,2017-07-12T21:19:15.000,2017-07-12T21:25:04.000,5,1.23,1,N,230,237,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-07-12T21:30:03.000,2017-07-12T21:34:57.000,5,0.85,1,N,161,237,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2017-07-12T21:47:33.000,2017-07-12T22:00:22.000,5,1.84,1,N,170,90,2,10,0.5,0.5,0,0,0.3,11.3
1,2017-07-12T21:10:50.000,2017-07-12T21:24:27.000,1,1.80,1,N,230,229,1,10,0.5,0.5,2.25,0,0.3,13.55
1,2017-07-12T21:26:09.000,2017-07-12T21:30:19.000,1,1.40,1,N,162,263,1,6,0.5,0.5,1,0,0.3,8.3
1,2017-07-12T21:36:44.000,2017-07-12T21:49:12.000,1,2.20,1,N,141,239,1,10.5,0.5,0.5,2.35,0,0.3,14.15
1,2017-07-12T21:51:48.000,2017-07-12T21:55:22.000,1,0.80,1,N,239,238,1,5,0.5,0.5,0.95,0,0.3,7.25
2,2017-07-12T21:11:49.000,2017-07-12T21:20:28.000,1,1.35,1,N,148,209,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2017-07-12T21:33:29.000,2017-07-12T21:48:28.000,1,3.32,1,N,231,170,1,13,0.5,0.5,2.86,0,0.3,17.16
2,2017-07-12T21:49:13.000,2017-07-12T22:08:55.000,1,3.08,1,N,170,236,1,15,0.5,0.5,3.26,0,0.3,19.56
1,2017-07-12T21:29:38.000,2017-07-12T21:37:58.000,2,0.70,1,N,249,79,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-07-12T21:42:13.000,2017-07-12T22:03:23.000,2,3.40,1,N,79,263,1,16,0.5,0.5,3.45,0,0.3,20.75
1,2017-07-12T21:13:30.000,2017-07-12T21:26:08.000,1,2.10,1,N,170,114,1,10.5,0.5,0.5,2.95,0,0.3,14.75
1,2017-07-12T21:28:56.000,2017-07-12T21:45:05.000,1,2.90,1,N,114,163,1,13,0.5,0.5,2.85,0,0.3,17.15
1,2017-07-12T21:51:26.000,2017-07-12T22:04:27.000,1,2.50,1,N,43,262,2,11.5,0.5,0.5,0,0,0.3,12.8
2,2017-07-12T21:10:01.000,2017-07-12T21:15:41.000,1,1.06,1,N,161,164,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-07-12T21:18:28.000,2017-07-12T21:33:09.000,1,2.03,1,N,164,79,1,11.5,0.5,0.5,3.84,0,0.3,16.64
2,2017-07-12T21:45:08.000,2017-07-12T22:13:07.000,1,5.79,1,N,79,7,1,23,0.5,0.5,4.86,0,0.3,29.16
2,2017-07-12T21:03:40.000,2017-07-12T21:42:18.000,1,10.44,1,N,138,48,1,36,0.5,0.5,8,5.76,0.3,51.06
2,2017-07-12T21:47:55.000,2017-07-12T21:55:53.000,1,1.16,1,N,163,161,1,7,0.5,0.5,2.08,0,0.3,10.38
2,2017-07-12T21:59:52.000,2017-07-12T22:16:22.000,1,2.73,1,N,230,262,1,13,0.5,0.5,2.86,0,0.3,17.16
1,2017-07-12T21:06:34.000,2017-07-12T21:15:27.000,2,2.40,1,N,144,13,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2017-07-12T21:26:09.000,2017-07-12T21:45:36.000,2,4.60,1,N,13,48,1,17,0.5,0.5,3.65,0,0.3,21.95
1,2017-07-12T21:47:41.000,2017-07-12T21:57:19.000,1,2.00,1,N,48,238,1,9.5,0.5,0.5,2.15,0,0.3,12.95
2,2017-07-12T21:57:28.000,2017-07-12T22:06:54.000,1,1.35,1,N,230,170,1,8,0.5,0.5,2.32,0,0.3,11.62
2,2017-07-12T21:21:16.000,2017-07-12T21:48:25.000,1,10.02,1,N,138,113,1,30,0.5,0.5,7.41,5.76,0.3,44.47
2,2017-07-12T21:50:15.000,2017-07-12T22:28:48.000,1,7.70,1,N,113,52,1,30,0.5,0.5,9.39,0,0.3,40.69
2,2017-07-12T21:02:29.000,2017-07-12T21:20:35.000,1,4.06,1,N,141,152,2,13,0.5,0.5,0,0,0.3,14.3
1,2017-07-12T21:02:22.000,2017-07-12T21:15:56.000,1,2.10,1,N,230,107,1,10,0.5,0.5,2.25,0,0.3,13.55
1,2017-07-12T21:27:35.000,2017-07-12T21:47:30.000,1,4.10,1,N,161,7,1,17,0.5,0.5,4.55,0,0.3,22.85
1,2017-07-12T21:03:20.000,2017-07-12T21:06:16.000,1,0.30,1,N,48,142,3,4,0.5,0.5,0,0,0.3,5.3
1,2017-07-12T21:08:16.000,2017-07-12T21:11:30.000,1,0.50,1,N,264,239,1,4.5,0.5,0.5,1.2,0,0.3,7
1,2017-07-12T21:29:19.000,2017-07-12T21:39:22.000,1,1.90,1,N,163,238,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2017-07-12T21:59:57.000,2017-07-12T22:12:08.000,1,2.60,1,N,48,238,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2017-07-12T21:12:13.000,2017-07-12T21:33:22.000,6,1.96,1,N,114,186,1,14,0.5,0.5,3.06,0,0.3,18.36
2,2017-07-12T21:42:46.000,2017-07-12T21:49:34.000,6,1.53,1,N,186,113,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2017-07-12T21:52:43.000,2017-07-12T21:58:44.000,6,1.11,1,N,79,170,1,6,0.5,0.5,1.82,0,0.3,9.12
2,2017-07-12T21:07:27.000,2017-07-12T21:21:19.000,1,4.17,1,N,79,261,1,15.5,0.5,0.5,3.36,0,0.3,20.16
2,2017-07-12T21:34:01.000,2017-07-12T21:55:39.000,1,7.55,1,N,148,236,1,23.5,0.5,0.5,4.96,0,0.3,29.76
2,2017-07-12T21:13:04.000,2017-07-12T21:20:54.000,1,1.42,1,N,48,164,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-07-12T21:23:32.000,2017-07-12T21:49:03.000,1,4.86,1,N,234,40,1,20,0.5,0.5,3.5,0,0.3,24.8
2,2017-07-12T21:01:41.000,2017-07-12T21:05:32.000,3,0.55,1,N,234,107,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2017-07-12T21:11:09.000,2017-07-12T21:24:54.000,1,2.10,1,N,234,161,1,10.5,0.5,0.5,0,0,0.3,11.8
2,2017-07-12T21:33:27.000,2017-07-12T21:55:33.000,1,9.14,1,N,161,244,1,27.5,0.5,0.5,5.76,0,0.3,34.56
2,2017-07-12T21:02:45.000,2017-07-12T21:39:09.000,1,5.57,1,N,43,148,1,25,0.5,0.5,3,0,0.3,29.3
2,2017-07-12T21:49:33.000,2017-07-12T22:02:03.000,1,1.64,1,N,79,107,2,10,0.5,0.5,0,0,0.3,11.3
2,2017-07-12T21:19:07.000,2017-07-12T21:45:35.000,6,10.60,1,N,138,79,1,32,0.5,0.5,6.66,0,0.3,39.96
2,2017-07-12T21:47:21.000,2017-07-12T22:09:58.000,6,2.76,1,N,79,100,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2017-07-12T21:46:21.000,2017-07-12T22:27:21.000,5,6.58,1,N,186,80,1,29,0.5,0.5,3,0,0.3,33.3
2,2017-07-12T21:15:15.000,2017-07-12T21:37:35.000,6,3.86,1,N,162,261,1,16.5,0.5,0.5,3.56,0,0.3,21.36
2,2017-07-12T21:48:18.000,2017-07-12T22:09:54.000,6,3.47,1,N,125,229,1,16,0.5,0.5,3.46,0,0.3,20.76
2,2017-07-12T21:23:53.000,2017-07-12T21:27:45.000,2,0.55,1,N,211,231,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2017-07-12T21:33:51.000,2017-07-12T22:17:25.000,1,5.92,1,N,211,262,2,28.5,0.5,0.5,0,0,0.3,29.8
1,2017-07-12T21:08:06.000,2017-07-12T21:15:20.000,1,1.90,1,N,186,143,1,8,0.5,0.5,1.5,0,0.3,10.8
1,2017-07-12T21:44:15.000,2017-07-12T22:00:31.000,1,1.90,1,N,186,233,1,11.5,0.5,0.5,2.22,0,0.3,15.02
1,2017-07-12T21:22:12.000,2017-07-12T21:25:31.000,1,0.70,1,N,164,230,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-07-12T21:31:33.000,2017-07-12T21:53:30.000,1,3.20,1,N,162,158,1,16,0.5,0.5,5.15,0,0.3,22.45
1,2017-07-12T21:07:23.000,2017-07-12T21:20:21.000,1,1.90,1,N,230,90,2,10.5,0.5,0.5,0,0,0.3,11.8
1,2017-07-12T21:34:43.000,2017-07-12T21:39:28.000,1,0.90,1,N,48,162,1,5.5,0.5,0.5,2,0,0.3,8.8
1,2017-07-12T21:43:53.000,2017-07-12T21:52:56.000,1,1.90,1,N,161,142,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2017-07-12T21:56:05.000,2017-07-12T22:05:59.000,1,1.80,1,N,43,186,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2017-07-12T21:07:55.000,2017-07-12T21:15:28.000,1,1.43,1,N,50,100,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-07-12T21:17:45.000,2017-07-12T21:24:28.000,1,1.02,1,N,164,163,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2017-07-12T21:26:16.000,2017-07-12T21:33:03.000,1,0.82,1,N,230,100,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2017-07-12T21:38:38.000,2017-07-12T21:54:37.000,1,2.28,1,N,164,48,1,11.5,0.5,0.5,0,0,0.3,12.8
2,2017-07-12T21:05:44.000,2017-07-12T21:12:02.000,1,0.70,1,N,148,148,1,6,0.5,0.5,1,0,0.3,8.3
2,2017-07-12T21:17:43.000,2017-07-12T21:23:10.000,1,0.96,1,N,79,45,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2017-07-12T21:25:47.000,2017-07-12T21:37:44.000,1,2.19,1,N,45,249,1,10,0.5,0.5,2.82,0,0.3,14.12
2,2017-07-12T21:39:13.000,2017-07-12T21:53:10.000,1,3.11,1,N,158,50,1,12.5,0.5,0.5,4.14,0,0.3,17.94
1,2017-07-12T21:25:54.000,2017-07-12T21:52:22.000,1,11.30,1,N,138,163,1,33.5,0.5,0.5,8.1,5.76,0.3,48.66
1,2017-07-12T21:56:51.000,2017-07-12T22:22:47.000,1,5.90,1,N,163,148,1,22.5,0.5,0.5,4.75,0,0.3,28.55
1,2017-07-12T21:05:19.000,2017-07-12T21:24:37.000,1,8.90,1,N,138,263,1,26.5,0.5,0.5,6.7,5.76,0.3,40.26
1,2017-07-12T21:52:28.000,2017-07-12T22:07:33.000,1,7.80,1,N,138,256,1,23,0.5,0.5,6.05,0,0.3,30.35
1,2017-07-12T21:01:25.000,2017-07-12T21:14:46.000,1,1.90,1,N,148,231,2,10,0.5,0.5,0,0,0.3,11.3
1,2017-07-12T21:20:34.000,2017-07-12T21:24:40.000,1,1.00,1,N,231,249,1,5,0.5,0.5,1.85,0,0.3,8.15
1,2017-07-12T21:36:39.000,2017-07-12T21:52:57.000,1,2.30,1,N,79,186,2,12,0.5,0.5,0,0,0.3,13.3
1,2017-07-12T21:02:00.000,2017-07-12T21:07:14.000,1,1.00,1,N,162,107,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2017-07-12T21:20:51.000,2017-07-12T21:22:36.000,1,1.00,1,N,158,158,2,3,0.5,0.5,0,0,0.3,4.3
1,2017-07-12T21:25:58.000,2017-07-12T21:34:05.000,2,1.80,1,N,68,230,1,8,0.5,0.5,3,0,0.3,12.3
1,2017-07-12T21:36:50.000,2017-07-12T22:02:59.000,1,3.90,1,N,230,231,1,18,0.5,0.5,0,0,0.3,19.3
2,2017-07-12T21:16:25.000,2017-07-12T21:27:47.000,1,1.29,1,N,48,233,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2017-07-12T21:38:31.000,2017-07-12T21:45:15.000,1,1.11,1,N,164,162,1,6.5,0.5,0.5,1.17,0,0.3,8.97
1,2017-07-12T21:11:42.000,2017-07-12T21:21:14.000,1,1.10,1,N,79,211,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2017-07-12T21:27:15.000,2017-07-12T21:37:54.000,1,1.70,1,N,113,170,1,9,0.5,0.5,2.05,0,0.3,12.35
1,2017-07-12T21:42:28.000,2017-07-12T21:55:51.000,1,1.60,1,N,107,158,1,10,0.5,0.5,2.25,0,0.3,13.55
1,2017-07-12T21:58:28.000,2017-07-12T22:11:36.000,1,2.00,1,N,249,170,1,10.5,0.5,0.5,2.35,0,0.3,14.15
2,2017-07-12T21:17:43.000,2017-07-12T21:22:54.000,1,0.61,1,N,48,50,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2017-07-12T21:37:29.000,2017-07-12T21:51:10.000,1,2.77,1,N,230,238,2,12,0.5,0.5,0,0,0.3,13.3
2,2017-07-12T21:52:11.000,2017-07-12T22:02:16.000,1,2.15,1,N,238,42,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2017-07-12T21:15:22.000,2017-07-12T21:34:02.000,2,5.32,1,N,164,209,1,19.5,0.5,0.5,5.2,0,0.3,26
2,2017-07-12T21:41:16.000,2017-07-12T22:02:11.000,2,3.00,1,N,231,230,1,15,0.5,0.5,2.44,0,0.3,18.74
2,2017-07-12T21:25:45.000,2017-07-12T21:33:35.000,1,1.48,1,N,142,164,1,7.5,0.5,0.5,2.2,0,0.3,11
2,2017-07-12T21:36:13.000,2017-07-12T21:54:49.000,1,5.33,1,N,164,88,1,19.5,0.5,0.5,4.16,0,0.3,24.96
1,2017-07-12T21:00:23.000,2017-07-12T21:23:42.000,1,3.30,1,N,162,231,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2017-07-12T21:26:51.000,2017-07-12T21:53:10.000,2,2.90,1,N,231,170,2,17,0.5,0.5,0,0,0.3,18.3
2,2017-07-12T21:30:03.000,2017-07-12T21:58:11.000,1,16.43,1,N,132,16,1,45.5,0.5,0.5,11.7,0,0.3,58.5
2,2017-07-12T21:15:30.000,2017-07-12T21:19:24.000,1,0.83,1,N,48,68,2,5,0.5,0.5,0,0,0.3,6.3
2,2017-07-12T21:57:36.000,2017-07-12T22:10:41.000,1,2.37,1,N,48,239,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2017-07-12T21:29:38.000,2017-07-12T21:59:18.000,1,13.55,1,N,138,249,1,38.5,0.5,0.5,7.96,0,0.3,47.76
2,2017-07-12T21:01:37.000,2017-07-12T21:14:59.000,1,1.85,1,N,161,143,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2017-07-12T21:36:31.000,2017-07-12T21:53:41.000,1,2.81,1,N,68,233,1,13,0.5,0.5,2,0,0.3,16.3
2,2017-07-12T21:02:51.000,2017-07-12T21:11:51.000,6,1.65,1,N,233,224,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2017-07-12T21:23:21.000,2017-07-12T21:35:21.000,6,1.88,1,N,79,87,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2017-07-12T21:40:41.000,2017-07-12T22:09:15.000,6,6.39,1,N,261,141,1,22.5,0.5,0.5,4.76,0,0.3,28.56
2,2017-07-12T21:16:33.000,2017-07-12T21:30:45.000,2,2.69,1,N,264,264,2,11.5,0.5,0.5,0,0,0.3,12.8
2,2017-07-12T21:37:00.000,2017-07-12T21:50:41.000,2,3.00,1,N,264,264,1,12.5,0.5,0.5,3.45,0,0.3,17.25
2,2017-07-12T21:11:17.000,2017-07-12T21:33:07.000,1,3.46,1,N,164,231,1,17,0.5,0.5,3.66,0,0.3,21.96
2,2017-07-12T21:45:44.000,2017-07-12T22:11:58.000,1,8.56,1,N,231,42,1,28,0.5,0.5,4.08,0,0.3,33.38
1,2017-07-12T21:34:07.000,2017-07-12T21:43:31.000,1,1.10,1,N,170,107,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2017-07-12T21:50:31.000,2017-07-12T22:15:07.000,3,4.80,1,N,79,181,1,20,0.5,0.5,2.7,0,0.3,24
2,2017-07-12T21:35:56.000,2017-07-12T21:51:13.000,1,4.59,1,N,79,13,1,16.5,0.5,0.5,3.56,0,0.3,21.36
2,2017-07-12T21:57:56.000,2017-07-12T22:36:09.000,1,11.61,1,N,13,196,1,38.5,0.5,0.5,7.96,0,0.3,47.76
1,2017-07-12T21:03:14.000,2017-07-12T21:16:19.000,1,1.70,1,N,234,144,1,10,0.5,0.5,2.25,0,0.3,13.55
1,2017-07-12T21:17:05.000,2017-07-12T21:32:36.000,1,2.60,1,N,144,186,2,12,0.5,0.5,0,0,0.3,13.3
1,2017-07-12T21:37:44.000,2017-07-12T21:52:48.000,1,2.10,1,N,170,79,1,12,0.5,0.5,1,0,0.3,14.3
1,2017-07-12T21:54:30.000,2017-07-12T22:20:42.000,1,3.90,1,N,79,97,1,19,0.5,0.5,4.05,0,0.3,24.35
